domain,Job Links,confidence,method,Unnamed: 4,Unnamed: 5,Unnamed: 6,Not found
https://wastelink.co,,0.0,not-found,,,,
https://www.gencrest.com,,0.0,not-found,,,,
https://www.vimano.biz,https://www.vimano.biz/careers,0.7,direct-path:url-hint,,,,
https://www.coolant.co,,0.0,not-found,,,,
https://www.modroof.in,,0.0,not-found,,,,
https://www.brightblu.com,https://www.brightblu.com/career-opportunity/,0.8,nav-scan:url-hint,,,,
http://www.prozealgreen.com,http://www.prozealgreen.com/careers,0.8,direct-path:url-hint,,,,
https://www.hightimefoods.com,,0.0,not-found,,,,
http://www.sunsure-energy.com,http://www.sunsure-energy.com/careers,0.8,direct-path:url-hint,,,,
https://www.minusdegre.com,,0.0,not-found,,,,
http://www.sistema.bio,http://www.sistema.bio/opportunities,0.7,direct-path:url-hint,,,,
https://www.satleolabs.com,,0.0,not-found,,,,
http://www.oorjasolutions.org,http://www.oorjasolutions.org/careers,0.8,direct-path:url-hint,,,,
http://www.aerem.co,http://www.aerem.co/careers,0.7,direct-path:url-hint,,,,
http://www.prespl.com,http://www.prespl.com/careers,0.8,direct-path:url-hint,,,,
https://ekamobility.com,,0.0,not-found,,,,
http://www.ecozensolutions.com,http://www.ecozensolutions.com/careers,0.9,direct-path:url-hint,,,,
http://www.varaha.earth,http://www.varaha.earth/careers,0.7,direct-path:url-hint,,,,
http://www.skymetweather.com,http://www.skymetweather.com/careers,0.7,direct-path:url-hint,,,,
http://www.jakson-green.com,https://jakson.darwinbox.in/ms/candidate/careers,0.9,direct-path:url-hint,,,,
http://www.letsrecycle.in,https://nepra.keka.com/,0.9,direct-path:url-hint,,,,
http://www.uemgroup.com,http://www.uemgroup.com/careers,0.7,direct-path:url-hint,,,,
http://www.smartjoules.co.in,http://www.smartjoules.co.in/careers,0.7,direct-path:url-hint,,,,
http://www.zenithenergy.com,http://www.zenithenergy.com/careers,0.8,direct-path:url-hint,,,,
http://www.radiancerenewables.com,http://www.radiancerenewables.com/careers,0.7,direct-path:url-hint,,,,
http://www.freyrenergy.com,https://freyrenergy.zohorecruit.com/jobs/Careers,0.9,nav-scan:url-hint,,,,
http://www.renergydynamics.com,http://www.renergydynamics.com/careers,0.7,direct-path:url-hint,,,,
https://stridegreen.in,,0.0,not-found,,,,
https://www.pehlejaisa.com,,0.0,not-found,,,,
http://www.zigma.in,http://www.zigma.in/careers.html,0.8,nav-scan:url-hint,,,,
http://www.cleanmax.com,https://cleanmax.keka.com/careers/,0.95,nav-scan:ats-url,,,,
http://www.powercon.in,http://www.powercon.in/careers,0.8,direct-path:url-hint,,,,
https://oceanlux.in,,0.0,not-found,,,,
https://www.kawa.space,,0.0,not-found,,,,
https://www.sthyrenergy.com,,0.0,not-found,,,,
https://www.corritelectric.com,,0.0,not-found,,,,
http://www.o2power.in,http://www.o2power.in/openings,0.8,direct-path:url-hint,,,,
http://www.apollo-greenenergy.com,,0.0,not-found,,,,
http://www.mitarsh.com,https://www.mitarsh.com/career/,0.7,nav-scan:url-hint,,,,
http://www.desireenergy.com,http://www.desireenergy.com/jobs,0.7,direct-path:url-hint,,,,
http://www.ujaas.com,https://www.ujaas.com/career/,0.8,nav-scan:url-hint,,,,
http://www.ampin.energy,http://www.ampin.energy/careers,0.8,direct-path:url-hint,,,,
http://www.waareertl.com,http://www.waareertl.com/career,0.8,nav-scan:url-hint,,,,
http://www.mytrah.com,,0.0,not-found,,,,
http://www.pial.in,http://www.pial.in/careers,0.8,direct-path:url-hint,,,,
http://www.serenticaglobal.com,,0.0,not-found,,,,
http://www.ecorenenergy.com,http://www.ecorenenergy.com/careers,0.75,direct-path:url-hint,,,,
http://www.thesustainabilitypractitioners.com,,0.0,not-found,,,,
http://www.renew.com,http://www.renew.com/careers,0.8,direct-path:url-hint,,,,
http://www.premiumcad.com,http://www.premiumcad.com/jobs,0.8,direct-path:url-hint,,,,
http://www.fourthpartner.co,http://www.fourthpartner.co/careers,0.8,direct-path:url-hint,,,,
http://www.webelsolar.com,https://www.webelsolar.com/career,0.8,nav-scan:url-hint,,,,
http://www.ewaarenewable.com,,0.0,not-found,,,,
http://www.switchingavo.com,http://www.switchingavo.com/careers,0.8,direct-path:url-hint,,,,
http://www.onixrenewable.com,https://onixrenewable.com/career.php,0.8,nav-scan:url-hint,,,,
http://www.exactsunindia.com,,0.0,not-found,,,,
http://www.udyat.com,,0.0,not-found,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.solariumenergy.in,http://www.solariumenergy.in/work-with-us,0.8,direct-path:url-hint,,,,
http://www.sustainandsave.com,http://www.sustainandsave.com/careers,0.8,direct-path:url-hint,,,,
http://www.swayambhuinfo.com,,0.0,not-found,,,,
http://www.junipergreenenergy.com,http://www.junipergreenenergy.com/careers,0.8,direct-path:url-hint,,,,
http://www.everrenew.com,https://everrenew.zohorecruit.in/jobs/Careers,0.7,nav-scan:url-hint,,,,
http://www.renom.in,http://www.renom.in/careers,0.7,direct-path:url-hint,,,,
http://www.centurysolar.org,,0.0,not-found,,,,
http://www.pointo.in,https://pointo.keka.com/careers/jobdetails/34529,0.9,direct-path:url-hint,,,,
http://www.azurepower.com,http://www.azurepower.com/careers,0.8,direct-path:url-hint,,,,
http://www.netzeropro.ai,,0.0,not-found,,,,
http://www.nslpower.com,http://www.nslpower.com/careers.html,0.8,nav-scan:url-hint,,,,
http://www.mahindrasusten.com,http://www.mahindrasusten.com/career,0.75,nav-scan:url-hint,,,,
http://www.mahindrateqo.com,http://www.mahindrateqo.com/careers,0.8,direct-path:url-hint,,,,
http://www.guvnl.com,,0.0,not-found,,,,
http://www.claroenergy.in,,0.0,not-found,,,,
http://www.enrichenergy.com,https://enrichenergy.com/career,0.9,nav-scan:url-hint,,,,
http://www.omcpower.com,http://www.omcpower.com/careers,0.7,direct-path:url-hint,,,,
http://www.amplussolar.com,http://www.amplussolar.com/career,0.8,nav-scan:url-hint,,,,
http://www.kpgroup.co,http://www.kpgroup.co/careers,0.8,direct-path:url-hint,,,,
http://www.pastiwala.com,http://www.pastiwala.com/careers,0.7,direct-path:url-hint,,,,
http://www.envaplax.com,,0.0,not-found,,,,
http://www.ayanapower.com,,0.0,not-found,,,,
http://www.solarladder.com,http://www.solarladder.com/careers,0.7,direct-path:url-hint,,,,
http://www.thekabadiwala.com,http://www.thekabadiwala.com/careers,0.7,direct-path:url-hint,,,,
http://www.feniceenergy.com,,0.0,not-found,,,,
http://www.adhunikev.com,,0.0,not-found,,,,
http://www.devic-earth.com,http://www.devic-earth.com/careers,0.7,direct-path:url-hint,,,,
http://www.wevois.com,http://www.wevois.com/careers,0.7,direct-path:url-hint,,,,
http://www.nrgindia.com,http://www.nrgindia.com/jobs,0.7,direct-path:url-hint,,,,
http://www.stepchange.earth,http://www.stepchange.earth/career,0.8,nav-scan:url-hint,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.harsun.co.in,http://www.harsun.co.in/careers,0.8,direct-path:url-hint,,,,
http://www.pigreeninnovations.com,,0.0,not-found,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.thesustainabilitycloud.com,https://careers.logicladder.com/jobs/Careers,0.7,nav-scan:url-hint,,,,
http://www.phool.co,,0.0,not-found,,,,
http://www.emergent-ventures.com,,0.0,not-found,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.uravulabs.com,,0.0,not-found,,,,
http://www.rayzonsolar.com,,0.0,not-found,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.uranoenergy.com,,0.0,not-found,,,,
http://www.paramrenewable.com,,0.0,not-found,,,,
http://www.netzeroenergiez.com,http://www.netzeroenergiez.com/careers,0.8,direct-path:url-hint,,,,
http://www.stellargrid.in,,0.0,not-found,,,,
http://www.suntranspo.com,,0.0,not-found,,,,
http://www.earthfokus.com,,0.0,not-found,,,,
http://www.acclaimcleanenergy.com,,0.0,not-found,,,,
http://www.greywateraction.org,,0.0,not-found,,,,
http://www.qynextsolar.com,,0.0,not-found,,,,
http://www.sma-india.com,http://www.sma.de/en/career/your-career-at-sma.html,0.8,nav-scan:url-hint,,,,
http://www.ikyainnovation.com,,0.0,not-found,,,,
http://www.shlokfusionindustries.com,,0.0,not-found,,,,
http://www.ciach.in,,0.0,not-found,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.netzeroenergiez.com,http://www.netzeroenergiez.com/careers,0.8,direct-path:url-hint,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.solarsutra.com,http://www.solarsutra.com/careers,0.7,direct-path:url-hint,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.kpowers.co.in,,0.0,not-found,,,,
http://www.aigon.in,http://www.aigon.in/careers,0.7,direct-path:url-hint,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.titanisenergy.com,,0.0,not-found,,,,
http://www.hyonenergy.com,http://www.hyonenergy.com/join-us,0.8,direct-path:url-hint,,,,
http://www.bookmysolar.in,,0.0,not-found,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
http://www.nrgindia.com,http://www.nrgindia.com/jobs,0.7,direct-path:url-hint,,,,
http://www.harsun.co.in,http://www.harsun.co.in/careers,0.8,direct-path:url-hint,,,,
http://www.genesiscluster.com,,0.0,not-found,,,,
http://www.linkedin.com,http://www.linkedin.com/careers,0.8,direct-path:url-hint,,,,
https://tshellmotors.com,https://tshellmotors.com/careers,0.8,direct-path:url-hint,,,,
http://www.mathigroup.com,,0.0,not-found,,,,
http://www.vikasrenewable.com,,0.0,not-found,,,,
http://www.kalsisolar.com,,0.0,not-found,,,,
http://www.sushmaenterprises.in,,0.0,not-found,,,,
https://gigforce.in,https://gigforce.in/careers,0.7,direct-path:url-hint,,,,
https://www.exponent.energy,https://apply.workable.com/exponent-energy/,0.9,direct-path:url-hint,,,,
https://www.gogobus.com,https://www.gogobus.com/careers,0.7,direct-path:url-hint,,,,
https://ashnni.com,https://ashnni.com/careers,0.7,direct-path:url-hint,,,,
https://www.tilt.bike,https://www.tilt.bike/careers,0.7,direct-path:url-hint,,,,
http://www.inforcesolar.com,,0.0,not-found,,,,
http://www.exultedindia.com,,0.0,not-found,,,,
http://www.oaksun.in,,0.0,not-found,,,,
http://www.jarkarenewables.com,https://jarkarenewables.com/career/,0.7,nav-scan:url-hint,,,,
https://www.c-electricdrives.com,https://www.c-electricdrives.com/#career,0.7,nav-scan:url-hint,,,,
http://www.ackerlandenergy.com,,0.0,not-found,,,,
https://www.alt-mobility.com,,0.0,not-found,,,,
https://batxenergies.com,https://batxenergies.com/careers,0.9,direct-path:url-hint,,,,
https://www.ashni.tech,,0.0,not-found,,,,
https://www.moeving.com,https://www.moeving.com/join-us,0.8,direct-path:url-hint,,,,
https://metroride.in,,0.0,not-found,,,,
https://www.autonxt.in,https://www.autonxt.in/careers,0.75,direct-path:url-hint,,,,
http://www.acclaimcleanenergy.com,,0.0,not-found,,,,
https://evplugs.co.in,,0.0,not-found,,,,
http://www.sunfuelelectric.com,,0.0,not-found,,,,
https://planetelectric.in,,0.0,not-found,,,,
https://www.evayve.com,https://www.evayve.com/career,0.8,nav-scan:url-hint,,,,
https://m-mines.com,https://m-mines.com/e-gov-opportunities-and-challenges-in-sustainable-battery-recycling/,0.8,nav-scan:url-hint,,,,
https://gomylz.com,,0.0,not-found,,,,
https://evzee.in,,0.0,not-found,,,,
https://bce20.co,,0.0,not-found,,,,
https://www.grassrootsenergy.co,,0.0,not-found,,,,
http://revoh.in,,0.0,not-found,,,,
http://www.cgwb.gov.in,,0.0,not-found,,,,
